"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000222021";"120638";"BASE AEREA DE CAMPO GRANDE";"6";"Dispensa de Licitação";"67261002567202153";"Objeto: Aquisição de Chapa Galvanizada.  (Conforme Projeto Básico)";"Encerrado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"CAMPO GRANDE";"03/08/2021";"";"980,0000"
"000222021";"154054";"FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL";"5";"Pregão";"23104010159202111";"Objeto: Pregão Eletrônico -  Aquisição, com fornecimento e instalação, de elevadores de passageiros e plataforma elevatória para pessoas com mobilidade reduzida, incluso manutenção por 12 meses, e serviço de desmontagem (desinstalação) dos atuais equipamentos, para a Universidade Federal de Mato Grosso do Sul, ficando a cargo da Empresa Contratada todas as despesas de mobilização e desmobilização de equipamentos e demais serviços pertinentes.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26283";"Fundação Universidade Federal do Mato Grosso ";"CAMPO GRANDE";"02/08/2021";"23/07/2021";"159150,0000"
"000222021";"154503";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"5";"Pregão";"23006007292202017";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços técnicos de manutenção preventiva e corretiva de elevadores, plataforma elevatória e monta-carga e adequação de elevadores, incluindo o fornecimento de peças genuínas e originais, a serem realizados nas instalações dos Campi Santo André e São Bernardo do Campo da Fundação Universidade Federal do ABC   UFABC";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26352";"Fundação Universidade Federal do ABC";"SANTO ANDRE";"06/08/2021";"13/07/2021";"413744,0000"
"000222021";"155126";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"-99";"Pregão - Registro de Preço";"23540003891202187";"Objeto: Pregão Eletrônico -  O presente Termo de Referência tem por objeto o Registro de Preços para a aquisição de BOLSAS DE COLOSTOMIA, CURATIVOS E ADJUVANTES visando atender as necessidades do Hospital Universitário Prof. Alberto Antunes-UFAL/EBSERH  por um período não inferior a 12 (doze) meses, conforme especificações e demais condições estabelecidas neste Termo de Referência.";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"MACEIO";"06/08/2021";"27/05/2021";"397580,0000"
"000222021";"158131";"INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS";"6";"Dispensa de Licitação";"23234013615202191";"Objeto: Aquisição de sacolas plásticas transparentes para entrega de cestas básicas e de frutas para os discentes, de gêneros alimentícios adquiridos pelo PNAE, visando atender a Unidade do Campus Paraíso do Tocantins.";"Encerrado";"26000";"Ministério da Educação";"26424";"Instituto Federal do Tocantins";"PALMAS";"05/08/2021";"";"985,4300"
"000222021";"158426";"INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA";"6";"Dispensa de Licitação";"23156002012202137";"Objeto: Confecção de estrutura de contenção utilizada em sala de ordenha de vacas leiteiras, a ser instalada no setor de Animais de Grande Porte (Zoo III), do Ifes Campus Santa Teresa.";"Encerrado";"26000";"Ministério da Educação";"26406";"Instituto Federal do Espírito Santo";"SANTA TERESA";"06/08/2021";"";"17600,0000"
"000222021";"160006";"1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL)";"6";"Dispensa de Licitação";"64114007239202149";"Objeto: Contrataçao de serviços gráficos.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MANAUS";"03/08/2021";"";"5230,0000"
"000222021";"160053";"11 GRUPO DE ARTILHARIA ANTIAEREA";"6";"Dispensa de Licitação";"64541007022202107";"Objeto: Atender necessidades do 11º GAAAe, para aquisição de Placas decorativas/comemorativas: placa (chapa) de aço inox escovado, impressão em SILK na cor preta, de 56cm x 35cm, comemorativa aos pioneiros do 11 GAAAe com texto a ser definido.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BRASILIA";"06/08/2021";"02/08/2021";"500,2800"
"000222021";"160091";"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO";"6";"Dispensa de Licitação";"64195.003122/2021";"Objeto: Aquisição de pisos granito polido 60x60, cor arabesco.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BRASILIA";"05/08/2021";"05/07/2021";"2979,9000"
"000222021";"160143";"HOSPITAL MILITAR DE AREA DE CAMPO GRANDE";"-99";"Pregão - Registro de Preço";"64577029502202111";"Objeto: Pregão Eletrônico -  Contratação de  Prestação de Serviço de confecção e instalação de cortinas para janelas dos Apartamentos de Internação Hospitalar; cortinas para leitos da UTI, PAMMU e Centro Cirúrgico; e cortinas para janelas de Seções Administrativas do HMilACG";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CAMPO GRANDE";"04/08/2021";"23/06/2021";"29172,0000"
"000222021";"160151";"9 GRUPO DE ARTILHARIA DE CAMPANHA";"6";"Dispensa de Licitação";"64545004542202110";"Objeto: Aquisição refil recarga impressora, referência t664120, tipo impressora epson l110, l200, l350, l555, cor tinta preta";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"NIOAQUE";"03/08/2021";"16/07/2021";"349,9900"
"000222021";"160171";"8 BATALHAO DE ENGENHARIA DE CONSTRUCAO";"6";"Dispensa de Licitação";"64046006948202168";"Objeto: Aquisição de conversor de fibra optica (material de TIC - materil de consumo).";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SANTAREM";"02/08/2021";"";"500,0000"
"000222021";"160220";"COMISSAO REGIONAL DE OBRAS/5";"6";"Dispensa de Licitação";"64328005421202150";"Objeto: Emissão de Certificado Digital tipo e-CPF A3, incluso token criptografado. NUP 64328.005421/2021-50.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CURITIBA";"02/08/2021";"";"3950,0000"
"000222021";"160296";"BASE ADM DA BRIGADA DE INFANTARIA PQDT";"-99";"Pregão - Registro de Preço";"65468001908202121";"Objeto: Pregão Eletrônico -  Eventual aquisição de material para manutenção da Pista de Cordas da Brigada de Infantaria Pára-quedista e Organizações Militares subordinadas.";"Evento de Alteração Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RIO DE JANEIRO";"05/08/2021";"26/07/2021";"3345,0000"
"000222021";"160383";"12 REGIMENTO DE CAVALARIA MECANIZADO";"6";"Dispensa de Licitação";"64681006098202111";"Objeto: Aquisição de Gêneros Alimentícios para o 12º R C Mec pelo PAA.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JAGUARAO";"03/08/2021";"";"3905,7500"
"000222021";"160422";"COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64276020848202131";"Objeto: Aquisição de material de consumo para o Cmdo da 1ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SANTIAGO";"04/08/2021";"";"12908,0000"
"000222021";"170175";"SUPERINTENDENCIA REG.ADM.DO ME-RIO GRANDE SUL";"6";"Dispensa de Licitação";"11080101303202155";"Objeto: Fornecimento de Energia Elétrica de Imóvel Locado pela SRTb Uruguaiana RS. Despesa Acessória do Imóvel Locado.";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"PORTO ALEGRE";"05/08/2021";"";"5400,0000"
"000222021";"200376";"SUPERINTENDENCIA REGIONAL NO ESTADO DE GO";"6";"Dispensa de Licitação";"08295001897202175";"Informação protegida por sigilo nos termos da legislação vigente";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"GOIANIA";"04/08/2021";"15/06/2021";"10099,9800"
"000222021";"250103";"HOSPITAL FEDERAL DE IPANEMA";"7";"Inexigibilidade de Licitação";"33401165504202062";"Objeto: Aquisição de PROCESSADORA DE IMAGEM, MARCA FUJI, MODELO EPX-350 HD para atender a necessidades do Serviço de Endoscopia Digestiva do Hospital Federal de Ipanema compatível com o set de vídeo,existente no serviço de Endoscopia, da marca FUJI: junto a Empresa LABOR-MED APARELHAGEM DE PRECISÃO LTDA , CNPJ: 32.150633/0004-15, no valor de R$ 110.000,00 (cento e dez mil reais).";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"RIO DE JANEIRO";"02/08/2021";"";"110000,0000"
"000222021";"254450";"ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA";"6";"Dispensa de Licitação";"25388000411202161";"Objeto: Aquisição de Oligonucleotídeos. (Conforme observações gerais)";"Encerrado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"RIO DE JANEIRO";"04/08/2021";"23/07/2021";"4718,5000"
"000222021";"257050";"DISTRITO SANIT.ESP.INDIGENA - VILHENA";"-99";"Pregão - Registro de Preço";"25062000504202169";"Objeto: Pregão Eletrônico -  Aquisição de Equipamentos Médico Hospitalares afim de atender as necessidades das Equipes Multidisciplinares de Saúde Indígena, Unidades Básicas de Saúde  e CASAI s pertencentes ao DSEI Vilhena";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"CACOAL";"05/08/2021";"30/07/2021";"2520,0000"
"000222021";"344002";"FUNDACAO JOAQUIM NABUCO";"6";"Dispensa de Licitação";"0000308/2021-16";"Objeto: Serviços de apoio administrativo para organização, realização e suporte para a Comissão do Concurso Nordestino do Frevo - 2021, promovido pela Diretoria de Memória, Educação, Cultura e Arte (DIMECA) da Fundação Joaquim Nabuco.";"Encerrado";"26000";"Ministério da Educação";"26292";"Fundação Joaquim Nabuco";"RECIFE";"06/08/2021";"";"17200,0000"
"000222021";"781330";"CAPITANIA DOS PORTOS DO RIO DE JANEIRO.";"6";"Dispensa de Licitação";"63359000464202119";"Objeto: Aquisição de kit de holofotes para iluminação do corredor da Agencia da Capitania dos Portos em Paraty, visando a manutenção e pleno funcionamento e segurança  da Agência.";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"02/08/2021";"";"5078,0000"
"000232021";"926681";"DME DISTRIBUIÇÃO S/A POÇOS DE CALDAS MG";"5";"Pregão";"081/2021";"Objeto: Pregão Eletrônico -  Substituição de banco de baterias e retificadores";"Evento de Alteração Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"95120";"ESTADO DE MINAS GERAIS";"Inválido";"06/08/2021";"28/06/2021";"0,0000"
"000232021";"925129";"PROCURADORIA GERAL DE JUSTIÇA DO MARANHÃO";"5";"Pregão";"2335/2021";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços de confecção de carimbos comuns (em resina), tipo chancela e carimbos auto entintados, de chaves e cópias, bem como abertura, troca e conserto de fechaduras em geral, e ainda mudança de segredo, incluído nos serviços prestados todo o material necessário à sua elaboração, e ainda, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Publicado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"94120";"ESTADO DO MARANHAO";"Inválido";"04/08/2021";"23/07/2021";"69465,5000"
"000232021";"925718";"INST.CAPIXABA DE PESQ.ASSIST.TÉC.E EXT.RURAL";"6";"Dispensa de Licitação";"2021-B1KSH";"Objeto: Aquisição de Sementes de Gramíneas e Leguminosa.";"Encerrado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"95220";"ESTADO DO ESPIRITO SANTO";"Inválido";"06/08/2021";"";"3823,1000"
"000232021";"115406";"EMPRESA BRASIL DE COMUNICACAO S.A";"5";"Pregão";"0663/2021";"Objeto: Pregão Eletrônico -  Prestação de serviços, sob demanda, de interpretação simultânea/consecutiva da Língua Brasileira de Sinais (LIBRAS) para a Língua Portuguesa e vice-versa, nas modalidades falada, sinalizada ou escrita, nas formas simultânea ou consecutiva, ao vivo ou ensaiada, gravada ou não, em eventos, atividades diversas e projetos institucionais da CONTRATANTE ou por ela promovidos, com cessão de uso de imagem, para veiculação em redes televisivas e mídias sociais. Prestados conf. Edital.";"Publicado";"41000";"Ministério das Comunicações";"20415";"Empresa Brasil de Comunicação";"BRASILIA";"05/08/2021";"03/08/2021";"2331822,4500"
"000232021";"120638";"BASE AEREA DE CAMPO GRANDE";"6";"Dispensa de Licitação";"67261002568202106";"Objeto: Instalação de película de proteção solar.  (Conforme Projeto Básico)";"Encerrado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"CAMPO GRANDE";"06/08/2021";"";"2196,0000"
"000232021";"135048";"EMBRAPA/CNPAT";"6";"Dispensa de Licitação";"21153001670202111";"Objeto: Aquisição de Hélio Líquido - Dewar 100L para abastecimento do equipamento Ressonância Magnética Nuclear - RMN do Laboratório Multiusuário de Química de Produtos Naturais - LMQPN";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"FORTALEZA";"02/08/2021";"";"22500,0000"
"000232021";"153034";"UNIVERSIDADE FEDERAL RURAL DA AMAZONIA";"5";"Pregão";"23084005508202150";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a prestação de Serviços de Alimentação e Nutrição (Almoço) por meio da operacionalização e desenvolvimento de todas as atividades envolvidas na comercialização, venda de créditos, produção e distribuição de refeições (padrão e vegetariano estrito). A empresa deverá disponibilizar mão-de-obra especializada, equipamentos e utensílios em número suficiente e condições adequadas para a produção e distribuição de refeições";"Publicado";"26000";"Ministério da Educação";"26253";"Universidade Federal Rural da Amazônia";"BELEM";"03/08/2021";"15/07/2021";"3659756,0600"
"000232021";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"6";"Dispensa de Licitação";"23076021276202146";"Objeto: Prestação de serviços de apoio à gestão administrativa e financeira estritamente necessária à execução do projeto  Solução de aprendizagem de máquina para detecção de indícios de irregularidades em operações de câmbio .";"Publicado";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"RECIFE";"06/08/2021";"";"514563,4700"
"000232021";"153150";"INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ";"-99";"Pregão - Registro de Preço";"23079212859202194";"Objeto: Pregão Eletrônico -  Aquisição de MEDICAMENTOS QUIMIOTERÁPICOS";"Publicado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"RIO DE JANEIRO";"03/08/2021";"14/07/2021";"48720,0000"
"000232021";"153166";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"-99";"Pregão - Registro de Preço";"23083020347202134";"Objeto: Pregão Eletrônico -  Aquisição de insumos, EPIs e produtos sanitários destinados à prevenção do contágio da COVID-19.";"Publicado";"26000";"Ministério da Educação";"26249";"Universidade Federal Rural do Rio de Janeiro";"SEROPEDICA";"04/08/2021";"18/06/2021";"76500,0000"
"000232021";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"5";"Pregão";"23117008626202195";"Objeto: Pregão Eletrônico -  Material farmacológico e odontológico";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândia";"UBERLANDIA";"04/08/2021";"19/07/2021";"21351,8100"
"000232021";"155126";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"-99";"Pregão - Registro de Preço";"23540004047202173";"Objeto: Pregão Eletrônico -  O presente Termo de Referência tem por objeto o Registro de Preços para a aquisição de FIOS CIRÚRGICOS, TELAS CIRÚRGICAS E HEMOSTÁTICOS visando atender as necessidades do Hospital Universitário Prof. Alberto Antunes-UFAL/EBSERH  por um período não inferior a 12 (doze) meses, conforme especificações e demais condições estabelecidas neste Termo de Referência.";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"MACEIO";"06/08/2021";"22/06/2021";"15600,0000"
"000232021";"158009";"INST. FED. DO PARANA/ REITORIA";"7";"Inexigibilidade de Licitação";"23411009721202181";"Objeto: Aquisição de Insumos Para Pesquisa Covid 19 Campus Londrina";"Publicado";"26000";"Ministério da Educação";"26432";"Instituto Federal do Paraná";"CURITIBA";"06/08/2021";"";"1743,9200"
"000232021";"158425";"INST.FED. ESPIRITO SANTO/CAMPUS ALEGRE";"6";"Dispensa de Licitação";"23149002061202134";"Objeto: Aquisição de material de consumo: Lâmina para trator cortador de gramas (Toyama 19.0HP   547CC).";"Encerrado";"26000";"Ministério da Educação";"26406";"Instituto Federal do Espírito Santo";"ALEGRE";"02/08/2021";"";"1600,0000"
"000232021";"160006";"1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL)";"6";"Dispensa de Licitação";"64114007239202149";"Objeto: Contratação de serviços gráficos";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MANAUS";"03/08/2021";"";"5230,0000"
"000232021";"160079";"COLEGIO MILITAR DE SANTA MARIA";"6";"Dispensa de Licitação";"64259002982202168";"Objeto: Serviço de adequação dos quadros de comando de automação das bombas submersas dos poços artesianos do Colégio Militar de Santa Maria";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SANTA MARIA";"04/08/2021";"";"7000,0000"
"000232021";"160129";"ESCOLA DE SARGENTOS DAS ARMAS";"-99";"Pregão - Registro de Preço";"64511014464202159";"Objeto: Pregão Eletrônico -  Aquisição de materiais de consumo diversos para aplicação no Curso de Formação e Graduação de Sargentos (CFGS)";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"TRES CORACOES";"06/08/2021";"28/07/2021";"320,0000"
"000232021";"160196";"BASE DE ADMINISTRACAO E APOIO CMN";"6";"Dispensa de Licitação";"65299009358202188";"Objeto: Curso de Capacitação Profissional no SENAC, Curso de Montador e Reparador de Computadores e Curso de Assistente Administrativo.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELEM";"06/08/2021";"";"18600,0000"
"000232021";"160242";"BASE ADM DO COMPLEXO DE SAUDE DO RJ";"-99";"Pregão - Registro de Preço";"65475001442202175";"Objeto: Pregão Eletrônico -  Futura e eventual aquisição de Material Permanente Odontológico para a Odontoclínica Central do Exército, conforme condições estabelecidas no Edital e Anexos.";"Divulgado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RIO DE JANEIRO";"03/08/2021";"23/07/2021";"0,0000"
"000232021";"160278";"5º CENTRO DE GEOINFORMACAO";"6";"Dispensa de Licitação";"64493003107202121";"Objeto: Aquisição de equipamentos para seção de Saúde.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RIO DE JANEIRO";"03/08/2021";"";"3166,9100"
"000232021";"160327";"INSTITUTO MILITAR DE ENGENHARIA";"6";"Dispensa de Licitação";"64613014101202175";"Objeto: Contratação de serviço de impressão de cadernos de prova para o vestibular do IME";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RIO DE JANEIRO";"06/08/2021";"";"27760,0000"
"000232021";"160342";"BASE ADMINISTRATIVA DA GUARNICAO DE NATAL";"6";"Dispensa de Licitação";"64241000697202198";"Objeto: Aquisição de gêneros alimentícios da agricultura familiar para atender as necessidades do 17  GAC e da B Adm Gu Natal.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"NATAL";"06/08/2021";"";"258939,7600"
"000232021";"160416";"HOSPITAL GERAL DE SANTA MARIA";"7";"Inexigibilidade de Licitação";"64594003547202140";"Objeto: Prestação de serviços de diagnóstico";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SANTA MARIA";"02/08/2021";"";"5000000,0000"
"000232021";"160460";"6 CIRCUNSCRICAO DE SERVICO MILITAR";"7";"Inexigibilidade de Licitação";"64225001621202191";"Objeto: Pagamento do serviço de urgência prestado por Organização Civil de Saúde (OCS) não contratada e não conveniada, devido a internação do beneficiário do FUSEx ARAMYS SERRADOR VIVAN";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BAURU";"04/08/2021";"";"28428,7600"
"000232021";"170138";"DELEGACIA DA RFB EM RIBEIRAO PRETO";"6";"Dispensa de Licitação";"13855724704202103";"Objeto: Contratação da pessoa jurídica  NEGREIRO ENGENHARIA LTDA. , CNPJ n.º 10.286.629/0001-01, para prestação de SERVIÇOS especializados de engenharia consistentes na produção de laudo técnico de avaliação do valor locativo do IMÓVEL locado pela União em São Carlos/SP para instalação da Agência da RFB nesse município (ARF-SCO).";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"RIBEIRAO PRETO";"04/08/2021";"";"2200,0000"
"000232021";"170175";"SUPERINTENDENCIA REG.ADM.DO ME-RIO GRANDE SUL";"6";"Dispensa de Licitação";"11080101303202155";"Objeto: Pagamento de Água e Esgoto da SRTb-RS de Uguaiana. Fornecedor BRK.";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"PORTO ALEGRE";"05/08/2021";"";"5400,0000"
"000232021";"250005";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"7";"Inexigibilidade de Licitação";"25000099396202017";"Objeto: Aquisição de DASATINIBE 20 mg; DASATINIBE 100 mg.";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"BRASILIA";"02/08/2021";"";"49786130,7000"
"000232021";"254447";"INST NACIONAL DE SAUDE FERNANDES FIGUEIRA";"7";"Inexigibilidade de Licitação";"25384000392202111";"Objeto: Aquisição de kits para diagnósticos laboratoriais da marca Promega";"Publicado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"RIO DE JANEIRO";"06/08/2021";"";"18906,0000"
"000232021";"413001";"AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"7";"Inexigibilidade de Licitação";"53500.048046/2021";"Objeto: Contratação de 24 (vinte e quatro) vagas no curso Agile Trends GOV 2021, a ser realizado online, previstas para os dias 30/08/2021 a 1º/09/2021, com carga-horária de 24 horas/aulas.";"Encerrado";"41000";"Ministério das Comunicações";"41231";"Agêncial Nacional de Telecomunicações";"BRASILIA";"04/08/2021";"";"10713,6000"
"000232021";"781330";"CAPITANIA DOS PORTOS DO RIO DE JANEIRO.";"6";"Dispensa de Licitação";"63359000502202133";"Objeto: Aquisição na prestação de serviço de aluguel de embarcação para ministração de aulas práticas no curso especial de segurança de embarcações de passageiros da Agência da Capitania dos Portos em Paraty.";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"05/08/2021";"";"1000,0000"
"000232021";"787000";"COMANDO DO 7.DN";"-99";"Pregão - Registro de Preço";"62055007604202051";"Objeto: Pregão Eletrônico -  Aquisição de materiais e equipamentos frequentemente empregados em rotinas de manutenção e revitalização de imóveis.";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"BRASILIA";"04/08/2021";"14/06/2021";"0,0000"
"000242021";"928376";"DEPARTAMENTO MUN.DE A.ESGOTO DE CAMPO BELO/MG";"-99";"Pregão - Registro de Preço";"29";"Objeto: Pregão Eletrônico -  Aquisição de Mourões";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"95120";"ESTADO DE MINAS GERAIS";"Inválido";"04/08/2021";"02/08/2021";"19250,0000"
"000242021";"925772";"DEFENSORIA PÚBLICA DO ESTADO/RN";"-99";"Pregão - Registro de Preço";"647/2021";"Objeto: Pregão Eletrônico -  Aquisição de material de consumo (desodorizador, detergente, luvas e papel toalha) para a DPE/RN";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"94420";"ESTADO DO RIO GRANDE DO NORTE";"Inválido";"03/08/2021";"14/07/2021";"27585,0000"
"000242021";"925170";"SERVIÇO NAC.DE APRENDIZAGEM INDUSTRIAL";"5";"Pregão";"003744/2021";"Objeto: Pregão Eletrônico -  Registro de Preços para eventual fornecimento de materiais de expediente, visando atender demandas das Unidades Operacionais do SESI/SENAI-DF, conforme especificações, quantidades e demais condições constantes deste Edital e seus Anexos.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"97400";"DISTRITO FEDERAL";"Inválido";"03/08/2021";"13/07/2021";"8259,8900"
"000242021";"110402";"ESCOLA SUPERIOR DE GUERRA";"6";"Dispensa de Licitação";"60631001815202144";"Objeto: Serviço semestral de desratização da Seção de Aprovisionamento da Escola Superior de Guerra.";"Encerrado";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"RIO DE JANEIRO";"05/08/2021";"";"3500,0000"
"000242021";"120073";"BASE AEREA DE FLORIANOPOLIS";"6";"Dispensa de Licitação";"67272002410202107";"Objeto: Serviço de manutenção preventiva e corretiva nos equipamentos da lavanderia da SESP.";"Encerrado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"FLORIANOPOLIS";"05/08/2021";"";"2124,6000"
"000242021";"135048";"EMBRAPA/CNPAT";"6";"Dispensa de Licitação";"21153001672202100";"Objeto: Serviço de assistência técnica/ transferência de Hélio Líquido para abastecimento do equipamento Ressonância Magnética Nuclear - RMN do Laboratório Multiusuário de Química de Produtos Naturais - LMQPN";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"FORTALEZA";"02/08/2021";"";"3880,0000"
"000242021";"153028";"UNIVERSIDADE FEDERAL DE ALFENAS";"7";"Inexigibilidade de Licitação";"23087011801202126";"Objeto: Pagamento de franquia referente à substituição de para-brisa do veículo Ford Ranger, placa GMF-6486, para atender à solicitação da Divisão de Transportes da Universidade Federal de Alfenas - UNIFAL-MG.";"Encerrado";"26000";"Ministério da Educação";"26260";"Universidade Federal de Alfenas";"ALFENAS";"04/08/2021";"";"200,0000"
"000242021";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"6";"Dispensa de Licitação";"23076017521202166";"Objeto: Contratação direta da Fundação de Apoio ao Desenvolvimento da UFPE (FADEUFPE) visando à prestação de serviços de apoio à gestão administrativa e financeira estritamente necessária à execução do projeto  Sistema de Análise e Apoio ao Discurso Oficial   Módulo de Classificação de Documentos Relevantes .";"Publicado";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"RECIFE";"06/08/2021";"";"315875,7600"
"000242021";"153119";"PREFEITURA DA UNIVERSIDADE DA UFRJ";"6";"Dispensa de Licitação";"23079223285202180";"Objeto: Contratação, em caráter emergencial, de empresa especializada na implantação e operação de sistema informatizado e integrado de gestão de frota para fornecimento de combustíveis para a Divisão de Frota Oficial da Prefeitura Universitária da Universidade Federal do Rio de Janeiro.";"Encerrado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"RIO DE JANEIRO";"05/08/2021";"";"16902,7700"
"000242021";"154054";"FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL";"7";"Inexigibilidade de Licitação";"23104019884202146";"Objeto: Pagamento de Inscrição no evento: 'o XLV Encontro da ANPAD   EnANPAD 2021', para o Docente José Carlos de Jesus Lopes - SIAPE 17251693";"Encerrado";"26000";"Ministério da Educação";"26283";"Fundação Universidade Federal do Mato Grosso ";"CAMPO GRANDE";"02/08/2021";"";"420,0000"
"000242021";"155008";"HOSPITAL UNIVERSITARIO DO PIAUI";"6";"Dispensa de Licitação";"23524.021253/2021";"Objeto: Aquisição de Frasco Nutrição Enteral 300 ml. Recipiente de plástico transparente, tampa rosqueada, alça, etiqueta, bico conector, graduado, estéril, atóxico e descartável. Embalagem individual.";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"TERESINA";"04/08/2021";"";"7812,0000"
